"string_agg"
"system_id|Network ID|Row Name|Parent Code|Parent Type|Remarks|Created On	|Modified On	|Created By|Modified By|Region|Row Stage|City Name|Road Name|Radius|Route Length|Supervision|No. Of Hh|Ri Rate|Ri Amount|Local Management|Dit Liaisoning|Row Liaisoning|Otm Liasoning|Autocad Drawing|Applied Total Amount|Start Point|End Point|Cl Rly Fly Brg Laisioning|Cl Ft Brg Laisioning|Refundable Amount|Non Refundable Amount|Mcgm Ward|Applied Pit|Access Charges|Considered Dlp Factor|Starta Type|Applied By|Apply Date|Total PIT Area|Budget Material Corst|No. Of Pulled Cables|Demand Note|Row Status|Actual Row Route|Dlp Actor|Actual Rate|Actual Deposit Amount|Actual Ri Amount|Actual Access Charge Amount|Actual Refundable Amount|Penalty Amount|Total Paid Amount|Payement Date|Start Date|End Date|Access Charges Start Date|Total Recurring Charge|Is Entity Associated|Row Type|Pit Charges|Budget Contractor Cost|Cable Pulling Rate|Bdotm Otm Trenching Ducting Rate|Bdotm Otm Trenching Ducting Length|Bdotm Otm Ri Rate|Bdotm Otm Ri Length|Bdotm Otm Liasioning Rate|Bdotm Otm Liasioning Length|Bdotl Otl Trenching Ducting Rate|Bdotl Otl Trenching Ducting Length|Bdotl Otl Ri Rate|Bdotl Otl Ri Length|Cl Rly Fly Brg Length|Cl Ft Brg Length|Handhole Rate|Recurring Access Charge Due Date|ROW Width(M)|ROW Area(mtr sqr)|ROW Length(m)|Created By Id|Origin Ref Code|Design Id|PRMS Id|Request Approved By|Origin From|Purpose Code|Workorder Name|NE Id|Status Updated On|Served By Ring|Requested By|Status Updated By|Project Code|Status Remark|Planning Name|Workorder Code|Purpose Name|Origin Ref Id|Country Name|Request Ref Id|Is Visible On Map|Project Name|Origin Ref Description|Planning Code|Mzone Id|"
"82|JHJ-ROW000000002|JHJ-ROW000000002|JHJ|Province||03-Dec-24 10:12 AM||admin||Haryana|New|Jhajjar||||||||||||||||||||||||||||||||||||||||||||||No|Line|||||||||||||||||NA|56|28331.75|505.92|5|||||||||||||||||||India||true||||"
"81|JHJ-ROW000000001|JHJ-ROW000000001|JHJ|Province||20-Nov-24 09:23 AM||admin||Haryana|New|Jhajjar||||||||||||||||||||||||||||||||||||||||||||||No|Line|||||||||||||||||NA|56|2349.51|41.96|5|||||||||||||||||||India||true||||"
