"string_agg"
"Design ID|Area ID|SubArea ID|DSA ID|CSA ID|State Name|City Name|Network ID|FDC Name|Latitude|Longitude|Pincode|Address|Specification|Category|Subcategory1|Subcategory2|Subcategory3|Item Code|Is Servingdb|Status|Network Status|Parent Code|Parent Type|User Name|Vendor Name|Created On|Modified On|Created By|Modified By|No Of Input Port|No Of Output Port|No Of Port|Entity Category|Project Code|Project Name|Planning Code|Planning Name|Workorder Code|Workorder Name|Purpose Code|Purpose Name|Region ID|Province ID|Barcode|Project ID|Planning ID|Workorder ID|Purpose ID|Created By ID|Utilization|Utilization Text|Notification Status|Acquire From|Ownership Type|Third Party Vendor Name|Third Party Vendor ID|Source Ref Type|Source Ref ID|Source Ref Description|Status Remark|Status Updated By|Status Updated On|Is Visible On Map|Primary POD Name|Secondary POD Name|Remarks|Country Name|Request Ref ID|Origin Ref Code|Request Approved By|BOM Sub Category|Origin Ref ID|Origin From|Requested By|Origin Ref Description|St Y|St X|PRMS Id|NE Id|Mzone Id|Served By Ring|Own Vendor Name|"
"|||||Haryana|Jhajjar|JHJ-P000005-FDC0001|JHJ-P000005-FDC0001|28.602066|76.642296|||Generic|FDC||||Item/GN01|NO|Approved|Planned|JHJ-P000005|Pole|admin|Generic|03-Dec-24||admin|admin|0|0|12|Primary|||||||||4|821||||||5|L|Low|Un-blocked||Own|||WEB||||||true||||India||||Proposed|||||||||||"
"|||||Haryana|Jhajjar|JHJ-P000004-FDC0001|JHJ-P000004-FDC0001|28.601350|76.639034|||Generic|FDC||||Item/GN01|NO|Approved|Planned|JHJ-P000004|Pole|admin|Generic|03-Dec-24||admin|admin|0|0|12|Primary|||||||||4|821||||||5|L|Low|Un-blocked||Own|||WEB||||||true||||India||||Proposed|||||||||||"
"|||||Haryana|Jhajjar|JHJ-P000003-FDC0001|JHJ-P000003-FDC0001|28.599504|76.642167|||Generic|FDC||||Item/GN01|NO|Approved|Planned|JHJ-P000003|Pole|admin|Generic|03-Dec-24||admin|admin|0|0|12|Primary|||||||||4|821||||||5|L|Low|Un-blocked||Own|||WEB||||||true||||India||||Proposed|||||||||||"
"|||||Haryana|Jhajjar|JHJ-P000002-FDC0001|JHJ-P000002-FDC0001|28.599334|76.640730|||Generic|FDC||||Item/GN01|NO|Approved|Planned|JHJ-P000002|Pole|admin|Generic|03-Dec-24||admin|admin|0|0|12|Primary|||||||||4|821||||||5|L|Low|Un-blocked||Own|||WEB||||||true||||India||||Proposed|||||||||||"
"|||||Delhi|North West|NRW-FDC0002|NRW-FDC0002|28.704584|77.100674|||generic|FDC||||897|NO|Approved|Planned|NRW|Province|admin|Generic|03-Dec-24|03-Dec-24|admin|admin|0|0|6|Primary|||||||||9|1407||||||5|L|Low|Un-blocked||Own|||WEB||||||true||||India||||Proposed|||||||||||OWN"
"|||||Delhi|North West|NRW-FDC0001|NRW-FDC0001|28.704903|77.102707|||generic|FDC||||897|NO|Approved|Planned|NRW|Province|admin|Generic|03-Dec-24|03-Dec-24|admin|admin|0|0|6|Primary|||||||||9|1407||||||5|L|Low|Un-blocked||Own|||WEB||||||true||||India||||Proposed|||||||||||OWN"
"|||||Delhi|New Delhi|NDL-FDC0001|NDL-FDC0001|28.610392|77.208848|||generic|FDC||||897|NO|Approved|Planned|NDL|Province|admin|Generic|02-Dec-24|02-Dec-24|admin|admin|0|0|6|Primary|||||||||9|1355||||||5|L|Low|Un-blocked||Own|||WEB||||||true||||India||||Proposed|||||||||||OWN"
