"string_agg"
"Design ID|Area ID|SubArea ID|DSA ID|CSA ID|State Name|City Name|Network ID|Tree Name|Tree Height|Tree No|Latitude|Longitude|Address|Specification|Category|Subcategory1|Subcategory2|Subcategory3|Item Code|Network Status|Status|Parent Code|Parent Type|Vendor Name|Project Code|Project Name|Planning Code|Planning Name|Workorder Code|Workorder Name|Purpose Code|Purpose Name|Created By|Created On|Modified On|Modified By|Region ID|Province ID|Is Used|Project ID|Planning ID|Workorder ID|Purpose ID|Created By ID|Source Ref Type|Source Ref ID|Source Ref Description|Status Remark|Status Updated By|Status Updated On|Is Visible On Map|Primary POD Name|Secondary POD Name|Remarks|Country Name|Origin Ref ID|Origin From|Request Approved By|Origin Ref Code|Origin Ref Description|Requested By|Request Ref ID|St X|St Y|Mzone Id|PRMS Id|NE Id|Served By Ring|Is Tree|"
"|||||Uttar Pradesh|Ghaziabad|GZB-T001|GZB-T001|||28.695266|77.369518||generic|Tree||||890|Planned|Approved|GZB|Province|Generic|||||||||admin|02-Dec-24 10:14 AM|02-Dec-24 10:14 AM|admin|6|854|No|||||5|WEB||||||true||||India||||||||||||||"
