"string_agg"
"Area ID|SubArea ID|DSA ID|CSA ID|State Name|City Name|Network ID|Cable Name|Total Core|No Of Tube|No Of Core Per Tube|GIS Length|Cable Calculated Length|Cable Type|Coreaccess|Wavelength|Optical Output Power|Frequency|Attenuation Db|Resistance Ohm|Construction|Activation|Accessibility|Specification|Category|Subcategory1|Subcategory2|Subcategory3|Item Code|Network Status|Status|Pin Code|Utilization|Totalattenuationloss|Chromaticdb|Chromaticdispersion|Totalchromaticloss|Remarks|A Entity Type|B Entity Type|Cable Category|Execution Method|Total Loop Count|Total Loop Length|Parent Type|Parent Code|Route ID|Start Reading|End Reading|Cable Sub Category|Created By|Created On|Modified On|Modified By|Project Code|Project Name|Planning Code|Planning Name|Workorder Code|Workorder Name|Purpose Code|Purpose Name|Drum No|Acquire From|Circuit ID|Thirdparty Circuit ID|Province ID|Region ID|Is Used|Barcode|Project ID|Planning ID|Workorder ID|Purpose ID|Created By ID|Utilization Text|Notification Status|Ownership Type|Third Party Vendor Name|Third Party Vendor ID|Source Ref Type|Source Ref ID|Source Ref Description|Status Remark|Status Updated By|Status Updated On|Is Visible On Map|Primary POD Name|Secondary POD Name|Inner Dimension|Outer Dimension|Vendor Name|Calculated Length Remark|Country Name|Origin Ref ID|Origin From|Request Approved By|Origin Ref Code|Origin Ref Description|Requested By|BOM Sub Category|Request Ref ID|NE Id|Mzone Id|PRMS Id|Served By Ring|A Latitude|End Location Lat/Lon|A Region Name|B Region Name|A City Name|B City Name|Evoid|Used Core|Own Vendor|Manhole Count|A Location Code|B Location Code|"
"||||Uttar Pradesh|Gautam Buddha Nagar|GAU-CBL000019|GAU-JCL000008:GAU-JCL000009|48|6|8|49.31|49.32|Underground|||||||0|0|0|48F Cable|Cable||||CBL003|Planned|A||L||||||SpliceClosure|SpliceClosure|Feeder||0|0|Province|GAU|||||admin|19-Nov-24|||||||||||||||855|6|Yes||||||5|Low|Un-blocked|Own|||WEB||||||true|||0.00|0.00|Dialog||India|||||||Proposed||||||77.363489 28.612503|77.363933 28.612713|Uttar Pradesh|Uttar Pradesh|Gautam Buddha Nagar|Gautam Buddha Nagar||26|OWN|||"
"||||Uttar Pradesh|Gautam Buddha Nagar|GAU-CBL000018|GAU-FMS016:GAU-JCL000008|48|6|8|21.97|21.97|Underground|||||||0|0|0|48F Cable|Cable||||CBL003|Planned|A||L||||||FMS|SpliceClosure|Feeder||0|0|Province|GAU|||||admin|19-Nov-24|||||||||||||||855|6|Yes||||||5|Low|Un-blocked|Own|||WEB||||||true|||0.00|0.00|Dialog||India|||||||Proposed||||||77.363505 28.612704|77.363494 28.612506|Uttar Pradesh|Uttar Pradesh|Gautam Buddha Nagar|Gautam Buddha Nagar||26|OWN|||"
"||||Uttar Pradesh|Gautam Buddha Nagar|GAU-CBL000017|GAU-FAT0001:GAU-FMS015|48|6|8|30.14|30.14|Underground|||||||0|0|0|48F Cable|Cable||||CBL003|Planned|A||L||||||FDB|FMS|Feeder||0|0|Province|GAU|||||admin|19-Nov-24|||||||||||||||855|6|Yes||||||5|Low|Un-blocked|Own|||WEB||||||true|||0.00|0.00|Dialog||India|||||||Proposed||||||77.363161 28.612692|77.363469 28.612701|Uttar Pradesh|Uttar Pradesh|Gautam Buddha Nagar|Gautam Buddha Nagar||6|OWN|||"
"||||Uttar Pradesh|Gautam Buddha Nagar|GAU-CBL000016|GAU-FMS013:GAU-FAT0001|8|2|4|23.50|23.50|Underground|||||||0|0|0|8F Cable|Cable||||CBL006|Planned|A||L||||||FMS|FDB|Feeder||0|0|Province|GAU|||||admin|19-Nov-24|||||||||||||||855|6|Yes||||||5|Low|Un-blocked|Own|||WEB||||||true|||0.00|0.00|Dialog||India|||||||Proposed||||||77.363198 28.612483|77.363157 28.612692|Uttar Pradesh|Uttar Pradesh|Gautam Buddha Nagar|Gautam Buddha Nagar||6|OWN|||"
"||||Uttar Pradesh|Gautam Buddha Nagar|GAU-CBL000015|GAU-JCL000007:GAU-FMS014|48|6|8|24.13|24.14|Underground|||||||0|0|0|48F Cable|Cable||||CBL003|Planned|A||L||||||SpliceClosure|FMS|Feeder||0|0|Province|GAU|||||admin|19-Nov-24|||||||||||||||855|6|Yes||||||5|Low|Un-blocked|Own|||WEB||||||true|||0.00|0.00|Dialog||India|||||||Proposed||||||77.363416 28.612239|77.363403 28.612022|Uttar Pradesh|Uttar Pradesh|Gautam Buddha Nagar|Gautam Buddha Nagar||48|OWN|||"
"||||Uttar Pradesh|Gautam Buddha Nagar|GAU-CBL000014|GAU-FMS013:GAU-JCL000007|48|6|8|34.79|34.80|Underground|||||||0|0|0|48F Cable|Cable||||CBL003|Planned|A||L||||||FMS|SpliceClosure|Feeder||0|0|Province|GAU|||||admin|19-Nov-24|||||||||||||||855|6|Yes||||||5|Low|Un-blocked|Own|||WEB||||||true|||0.00|0.00|Dialog||India|||||||Proposed||||||77.363192 28.612486|77.363417 28.612243|Uttar Pradesh|Uttar Pradesh|Gautam Buddha Nagar|Gautam Buddha Nagar||48|OWN|||"
"||||Uttar Pradesh|Gautam Buddha Nagar|GAU-CBL000013|GAU-JCL000006:GAU-FMS012|48|6|8|26.61|26.65|Underground|||||||0|0|0|48F Cable|Cable||||CBL003|Planned|A||L||||||SpliceClosure|FMS|Feeder||0|0|Province|GAU|||||admin|19-Nov-24|||||||||||||||855|6|Yes||||||5|Low|Un-blocked|Own|||WEB||||||true|||0.00|0.00|Dialog||India|||||||Proposed||||||77.363982 28.611960|77.363712 28.611989|Uttar Pradesh|Uttar Pradesh|Gautam Buddha Nagar|Gautam Buddha Nagar||48|OWN|||"
"||||Uttar Pradesh|Gautam Buddha Nagar|GAU-CBL000012|GAU-FMS011:GAU-JCL000006|48|6|8|30.47|30.48|Underground|||||||0|0|0|48F Cable|Cable||||CBL003|Planned|A||L||||||FMS|SpliceClosure|Feeder||0|0|Province|GAU|||||admin|19-Nov-24|||||||||||||||855|6|Yes||||||5|Low|Un-blocked|Own|||WEB||||||true|||0.00|0.00|Dialog||India|||||||Proposed||||||77.363887 28.612226|77.363983 28.611964|Uttar Pradesh|Uttar Pradesh|Gautam Buddha Nagar|Gautam Buddha Nagar||48|OWN|||"
"||||Uttar Pradesh|Gautam Buddha Nagar|GAU-CBL000011|GAU-JCL000005:GAU-FMS010|48|6|8|20.27|20.28|Underground|||||||0|0|0|48F Cable|Cable||||CBL003|Planned|A||L||||||SpliceClosure|FMS|Feeder||0|0|Province|GAU|||||admin|16-Nov-24|||||||||||||||855|6|Yes||||||5|Low|Un-blocked|Own|||WEB||||||true|||0.00|0.00|Dialog||India|||||||Proposed||||||77.408382 28.611489|77.408191 28.611420|Uttar Pradesh|Uttar Pradesh|Gautam Buddha Nagar|Gautam Buddha Nagar||48|OWN|||"
"||||Uttar Pradesh|Gautam Buddha Nagar|GAU-CBL000010|GAU-FMS009:GAU-JCL000005|48|6|8|23.53|23.54|Underground|||||||0|0|0|48F Cable|Cable||||CBL003|Planned|A||L||||||FMS|SpliceClosure|Feeder||0|0|Province|GAU|||||admin|16-Nov-24|||||||||||||||855|6|Yes||||||5|Low|Un-blocked|Own|||WEB||||||true|||0.00|0.00|Dialog||India|||||||Proposed||||||77.408236 28.611659|77.408380 28.611488|Uttar Pradesh|Uttar Pradesh|Gautam Buddha Nagar|Gautam Buddha Nagar||48|OWN|||"
"||||Uttar Pradesh|Gautam Buddha Nagar|GAU-CBL000009|GAU-JCL000004:GAU-FMS008|48|6|8|18.65|18.65|Underground|||||||0|0|0|48F Cable|Cable||||CBL003|Planned|A||L||||||SpliceClosure|FMS|Feeder||0|0|Province|GAU|||||admin|16-Nov-24|||||||||||||||855|6|Yes||||||5|Low|Un-blocked|Own|||WEB||||||true|||0.00|0.00|Dialog||India|||||||Proposed||||||77.346372 28.603571|77.346210 28.603483|Uttar Pradesh|Uttar Pradesh|Gautam Buddha Nagar|Gautam Buddha Nagar||48|OWN|||"
"||||Uttar Pradesh|Gautam Buddha Nagar|GAU-CBL000008|GAU-FMS007:GAU-JCL000004|48|6|8|11.01|11.10|Underground|||||||0|0|0|48F Cable|Cable||||CBL003|Planned|A||L||||||FMS|SpliceClosure|Feeder||0|0|Province|GAU|||||admin|16-Nov-24|||||||||||||||855|6|Yes||||||5|Low|Un-blocked|Own|||WEB||||||true|||0.00|0.00|Dialog||India|||||||Proposed||||||77.346297 28.603649|77.346371 28.603574|Uttar Pradesh|Uttar Pradesh|Gautam Buddha Nagar|Gautam Buddha Nagar||48|OWN|||"
"||||Uttar Pradesh|Gautam Buddha Nagar|GAU-CBL000007|GAU-JCL000003:GAU-FMS006|48|6|8|9.73|9.74|Underground|||||||0|0|0|48F Cable|Cable||||CBL003|Planned|A||L||||||SpliceClosure|FMS|Feeder||0|0|Province|GAU|||||admin|16-Nov-24|||||||||||||||855|6|Yes||||||5|Low|Un-blocked|Own|||WEB||||||true|||0.00|0.00|Dialog||India|||||||Proposed||||||77.348012 28.604251|77.347982 28.604167|Uttar Pradesh|Uttar Pradesh|Gautam Buddha Nagar|Gautam Buddha Nagar||1|OWN|||"
"||||Uttar Pradesh|Gautam Buddha Nagar|GAU-CBL000006|GAU-FMS005:GAU-JCL000003|48|6|8|12.71|12.72|Underground|||||||0|0|0|48F Cable|Cable||||CBL003|Planned|A||L||||||FMS|SpliceClosure|Feeder||0|0|Province|GAU|||||admin|16-Nov-24|||||||||||||||855|6|Yes||||||5|Low|Un-blocked|Own|||WEB||||||true|||0.00|0.00|Dialog||India|||||||Proposed||||||77.347896 28.604298|77.348016 28.604254|Uttar Pradesh|Uttar Pradesh|Gautam Buddha Nagar|Gautam Buddha Nagar||1|OWN|||"
"||||Uttar Pradesh|Gautam Buddha Nagar|GAU-CBL000005|GAU-CBL000005|48|6|8|443.04|600.00|Underground|||||||0|0|0|48F Cable|Cable||||CBL003|Dormant|A||L||||||||Feeder||0|0|Province|GAU||200.00|800.00||admin|16-Nov-24|21-Nov-24|admin|||||||||||||855|6|No||||||5|Low|Un-blocked|Own|||WEB||||||true|||0.00|0.00|Dialog|TEST|India|||||||Proposed||||||77.362499 28.611595|77.367010 28.611950|Uttar Pradesh|Uttar Pradesh|Gautam Buddha Nagar|Gautam Buddha Nagar||0|OWN|||"
"||||Uttar Pradesh|Gautam Buddha Nagar|GAU-CBL000004|GAU-JCL000002:GAU-FMS002|48|6|8|22.32|22.32|Underground|||||||0|0|0|48F Cable|Cable||||CBL003|Planned|A||L||||||SpliceClosure|FMS|Feeder||0|0|Province|GAU|||||admin|15-Nov-24|||||||||||||||855|6|Yes||||||5|Low|Un-blocked|Own|||WEB||||||true|||0.00|0.00|Dialog||India|||||||Proposed||||||77.374988 28.614745|77.375179 28.614636|Uttar Pradesh|Uttar Pradesh|Gautam Buddha Nagar|Gautam Buddha Nagar||1|OWN|||"
"||||Uttar Pradesh|Gautam Buddha Nagar|GAU-CBL000003|GAU-FMS001:GAU-JCL000002|48|6|8|12.01|12.01|Underground|||||||0|0|0|48F Cable|Cable||||CBL003|Planned|A||L||||||FMS|SpliceClosure|Feeder||0|0|Province|GAU|||||admin|15-Nov-24|||||||||||||||855|6|Yes||||||5|Low|Un-blocked|Own|||WEB||||||true|||0.00|0.00|Dialog||India|||||||Proposed||||||77.374964 28.614846|77.374997 28.614742|Uttar Pradesh|Uttar Pradesh|Gautam Buddha Nagar|Gautam Buddha Nagar||1|OWN|||"
"||||Uttar Pradesh|Gautam Buddha Nagar|GAU-CBL000002|:|48|6|8|9.76|11.71|Underground|||||||0|0|0|48F Cable|Cable||||CBL003|Planned|A||L||||||||Feeder||0|0|Province|GAU|||||admin|15-Nov-24|||||||||||||||855|6|Yes||||||5|Low|Un-blocked|Own|||WEB||||||true|||0.00|0.00|Dialog||India|||||||Proposed||||||77.375152 28.614721|77.375178 28.614637|Uttar Pradesh|Uttar Pradesh|Gautam Buddha Nagar|Gautam Buddha Nagar||0|OWN|0||"
"||||Uttar Pradesh|Gautam Buddha Nagar|GAU-CBL000001|:|48|6|8|25.36|30.43|Underground|||||||0|0|0|48F Cable|Cable||||CBL003|Planned|A||L||||||||Feeder||0|0|Province|GAU|||||admin|15-Nov-24|||||||||||||||855|6|Yes||||||5|Low|Un-blocked|Own|||WEB||||||true|||0.00|0.00|Dialog||India|||||||Proposed||||||77.374949 28.614853|77.375152 28.614722|Uttar Pradesh|Uttar Pradesh|Gautam Buddha Nagar|Gautam Buddha Nagar||0|OWN|0||"
"||||Delhi|West|WST-CBL000001|:|48|6|8|1357.74|12333.00|Underground|||||||0|0|0|48F Cable|Cable||||CBL003|Planned|A||L||||||||Feeder||0|0|Province|WST||1.00|12334.00||admin|15-Nov-24|||||||||||||||1474|9|No||||||5|Low|Un-blocked|Own|||WEB||||||true|||0.00|0.00|Dialog|th|India|||||||Proposed||||||77.153086 28.645683|77.151588 28.642779|Delhi|Delhi|West|West||1|OWN|||"
"||||Meghalaya|KANDY|KAN-CBL000001|:|48|6|8|68.00|111.00|Underground|||||||0|0|0|48F Cable|Cable||||CBL003|Planned|A||L||||||||Feeder||0|0|Province|KAN||12.00|123.00||admin|15-Nov-24|||||||||||||||758|16|No||||||5|Low|Un-blocked|Own|||WEB||||||true|||0.00|0.00|Dialog|fiberlink|India|||||||Proposed||||||80.635092 7.291729|80.635585 7.291806|CENTRAL|CENTRAL|KANDY|KANDY||0|OWN|||"
"||||Uttar Pradesh|Firozabad|FIZ-CBL000002|FIZ-CBL000002|48|6|8|751.03|752.00|Underground|||||||0|0|0|48F Cable|Cable||||CBL003|Planned|A||L||||||||Feeder||0|0|Province|FIZ||0.00|752.00||admin|12-Nov-24|||||||||||||||919|6|No||||||5|Low|Un-blocked|Own|||WEB||||||true|||0.00|0.00|Dialog||India|||||||Proposed||||||78.564606 27.082149|78.559800 27.087383|Uttar Pradesh|Uttar Pradesh|Firozabad|Firozabad||0|OWN|||"
"||||Uttar Pradesh|Firozabad|FIZ-CBL000001|FIZ-CBL000001|48|6|8|1240.18|1260.00|Underground|||||||0|0|0|48F Cable|Cable||||CBL003|Planned|A||L||||||||Feeder||0|0|Province|FIZ||0.00|1260.00||admin|12-Nov-24|||||||||||||||919|6|No||||||5|Low|Un-blocked|Own|||WEB||||||true|||0.00|0.00|Dialog||India|||||||Proposed||||||78.591015 27.077310|78.594062 27.088161|Uttar Pradesh|Uttar Pradesh|Firozabad|Firozabad||0|OWN|||"
