"string_agg"
"Workorder Name|Category|Request Ref Id|Source Ref Description|Province Id|Utilization|Origin From|Notification Status|Subcategory1|Mzone Id|St Y|Ne Id|Third Party Vendor Name|Area Id|Secondary Pod Network Id|Purpose Id|Design Id|Is Visible On Map|Status Updated On|Subarea Id|No Of Port|Subcategory3|Planning Name|Workorder Code|Project Id|Remarks|Bom Sub Category|Origin Ref Id|No Of Input Port|Utilization Text|Modified By|Origin Ref Code|Cdb Name|Served By Ring|Barcode|Requested By|Created On|Csa Id|Primary Pod Network Id|Third Party Vendor Id|Subcategory2|User Name|Entity Category|Purpose Name|Jc Id|Source Ref Type|Country Name|Origin Ref Description|Created By Id|Request Approved By|Created By|Network Status|Project Code|Ownership Type|Primary Pod Name|Is Used|Province Name|Network Id|Prms Id|Is Servingdb|Project Name|Item Code|St X|Latitude|Status Remark|Purpose Code|Region Name|Secondary Pod Name|Status|Region Id|Workorder Id|Specification|Planning Code|Acquire From|Source Ref Id|Address|No Of Output Port|Modified On|Parent Code|Vendor Name|Planning Id|Longitude|Status Updated By|Pincode|Parent Type|Dsa Id|Own Vendor Name|"
"|CDB|||778|L||Un-blocked||||||||||true|||5||||||Proposed||0|Low|admin||BAD-CDB0001||||21-Nov-24 01:02 PM|||||admin|Primary|||WEB|Sri Lanka||5||admin|Planned||Own||Yes|BADULLA|BAD-CDB0001||NO||890||7.355263|||UVA||Approved|69||Generic|||||0|21-Nov-24 01:02 PM|BAD-MHL000105|Generic||81.098251|||Manhole||OWN"
