"string_agg"
"Design ID|Area ID|SubArea ID|DSA ID|CSA ID|State Name|City Name|Network ID|FAT Name|Latitude|Longitude|Specification|Category|Subcategory1|Subcategory2|Subcategory3|Item Code|Network Status|Status|Parent Code|Parent Type|Vendor Name|No Of Port|No Of Input Port|No Of Output Port|Project Code|Project Name|Planning Code|Planning Name|Workorder Code|Workorder Name|Purpose Code|Purpose Name|Created By|Created On|Modified On|Modified By|Region ID|Province ID|Barcode|Project ID|Planning ID|Workorder ID|Purpose ID|Created By ID|Utilization|Utilization Text|Acquire From|Ownership Type|Third Party Vendor Name|Third Party Vendor ID|Source Ref Type|Source Ref ID|Source Ref Description|Status Remark|Status Updated By|Status Updated On|Is Visible On Map|Primary POD Name|Secondary POD Name|Remarks|Country Name|Origin Ref ID|Origin From|Request Approved By|Origin Ref Code|Origin Ref Description|Requested By|BOM Sub Category|Request Ref ID|St Y|St X|Served By Ring|"
"|||||Haryana|Jhajjar|JHJ-P000005-FAT0001|JHJ-P000005-FAT0001|28.602066|76.642296|generic|FAT||||987|Planned|Approved|JHJ-P000005|Pole|Generic|8|0|0|||||||||admin|04-Dec-24|04-Dec-24|admin|4|821||||||5|L|Low||Own|||WEB||||||true||||India|||||||Proposed||||"
"|||||Uttar Pradesh|Gautam Buddha Nagar|GAU-FAT0001|GAU-FAT0001|28.612689|77.363155|generic|FAT||||987|Planned|Approved|GAU|Province|Generic|8|0|0|||||||||admin|19-Nov-24|19-Nov-24|admin|6|855||||||5|L|Low||Own|||WEB||||||true||||India|||||||Proposed||||"
